ocm35758463,b10904752a,1,"Bishop Loughlin's dispensations, Diocese of Brooklyn : genealogical information from the marriage dispensation records of the Roman Catholic Diocese of Brooklyn, Kings, Queens, and Suffolk Counties, New York","Silinonte, Joseph M., 1956-","Brooklyn, N.Y. : J. Silinonte, [1996]- ",0919387292,929.3747 S,Book
ocm31754597,b11056405a,1,Bums no more! : the championship season of the 1955 Brooklyn Dodgers,"Wolpin, Stewart.","New York : St. Martin's Press, 1995. ",0312115768,796.357 W,Book
ocm32862254,b10032948a,1,"Downtown Brooklyn trucking distribution system study : for the Downtown Brooklyn Development Committee, Inc.",,"New York : The Firm, 1970. ",,388.324 D,Book
ocm32326690,b10557817a,1,Progress report of the Jamaica Bay Improvement Commission.,Jamaica Bay Improvement Commission (N.Y.),"New York, N.Y. : Martin B. Brown Press, [1909] ",,656 N562 J,Book
ocm31905155,b10017448a,1,Brooklyn rediscovery : a program of the Brooklyn Educational qand Cultural Alliance.,,"[Brooklyn, N.Y.] : [Brooklyn Educational and Cultural Alliance], [1977] ",,974.723 B,Book
ocm26861196,b10055368a,1,Growing up in Brooklyn : a report of Brooklyn's Little White House Conference on Children and Youth,,"[Brooklyn] : Brooklyn Council for Social Planning, [1951] ",,362.7 L78 G,Book
ocm22632762,b10424841a,1,"History of Fortitude Lodge, no. 19, F. and  A.M. third masonic district, State of New York from the year 1799-1899",Freemasons. Brooklyn. Fortitude Lodge No. 19.,"Brooklyn-New York : Eagle Book, 1900. ",,366 F85 B,Book
ocm32865139,b10454811a,1,"100 years of concern for human needs, 1866-1966","Goldman, Esther.","[Brooklyn, N.Y.] : Brooklyn Bureau of Social Service and Childrens Aid Society, [1966] ",,361 B,Book
ocm11772854,b10060631a,1,Human service needs of North Flatbush,,"New York, N.Y. : City of New York, Department of City Planning, 1984. ",,361.3068 H,Book
ocm24393683,b10443622a,1,"Building the Brooklyn machine : Irish, Jewish and Black political succession in central Brooklyn, 1919-1964","Gerson, Jeffrey N., 1956-","Ann Arbor, MI : University Microfilms International, 1990. ",,324.09747 G,Book
ocm31870570,b10022692a,1,"The Christian Duryea House, Brooklyn New York : a historical and archaeological investigation : phase 1a report",,"New York, N.Y. : New York Landmarks Conservancy, [1986] ",,974.723 C,Book
ocm34196621,b10017048a,1,"Brooklyn Press Club, 1912-1922 : about ourselves, by ourselves.",,"[Brooklyn] : [Brooklyn Press Club], [1922?] ",,071 B87 BP,Book
ocm22372927,b10251091a,1,"Reports : history of the work of eliminating grade crossings by the Brooklyn Grade Crossing Commission, a joint undertaking between the city of New York, the Long Island R.R. Co. and the Brooklyn Heights R.R. Co., April 30, 1918.","Brooklyn (New York, N.Y.). Brooklyn Grade Crossing Commission.","[New York] : [publisher not identified], [1918] ",,625 B872 B,Book
ocm20103302,b10378091a,1,Great shopping in Brooklyn,"Dyett, Linda.","Brooklyn, N.Y. : Fund of the Borough of Brooklyn, 1988. ",,917.4723 D,Book
ocm37327586,b10337154a,1,Brooklyn eats : the guide to Brooklyn restaurants,"Daly, Margaret.","[Brooklyn, N.Y.] : Brooklyn Chamber of Commerce, [1997] New York, NY : Distributed by City & Co. [©1997] ",1885492405,647.95747 D,Book
ocm22651505,b10051798a,1,Great dining in Brooklyn.,,"Brooklyn, N.Y. : Fund for the Borough of Brooklyn, [1986] ©1986 ",,647.95747 G,Book
ocm22651699,b11040416a,1,"History of U.S. Grant Post, no. 327, Brooklyn, N.Y. : including biographical sketches of its members","Whittemore, Henry, 1833-","Detroit (Mich.) : Free Press, 1885. ",,396 W62,Book
ocm22348189,b10867946a,1,Brooklyn Heights,"Sanger, William Cary, 1893-","[New York] : American Printing Co., 1929. ",,813 S22,Book
ocm31736507,b10583186a,1,"A history of Immaculate Heart of Mary Parish, Brooklyn, New York : 1893-1993","Kelly, Hugh F.","[Brooklyn, N.Y.] : [Immaculate Heart of Mary Parish], [1993] ©1993 ",,282.74723 K,Book
ocm22587018,b10124276a,1,"Tercentenary of the Reformed Protestant Dutch Church of the town of Flatbush in Kings County, 1654-1954.",,"Hemstead, N.Y. : Salisbury Printers, [1954?] ",,285 B87 RT,Book
ocm34833542,b10105719a,1,Report on Jamaica Bay improvement.,,"[New York] : Department of Docks and Ferries, [1910] ",,656 N562 DR,Book
ocm22240237,b10094164a,1,"Priests and parishes of the Diocese of Brooklyn, 1820-1990",,"[United States] : W. Charles Print. Co., 1990. ",,282.74723 P,Book
ocm22472351,b10424836a,1,"History of Altair Lodge, no. 601, F. and A.M. from its inception in 1865 : prepared under the auspices of the fiftieth anniversary committee","Freemasons. Brooklyn. Altair Lodge, no. 601.","New York : Crockford-Lane Co. Printers, 1917. ",,366 F85 Ba,Book
ocm33869377,b10735158a,1,Brooklyn Union : a centennial history,"Murphy, Robert E. (Robert Emmet), 1949-","[Brooklyn, N.Y.] : [Brooklyn Union Gas Co.], [1995] [©1995] ",,338.76657 M,Book
ocm31960116,b10120600a,1,The Best of Brooklyn : a borough of manufacturers,,"Brooklyn, N.Y. : Brooklyn Goes Global/Brooklyn Chamber of Commerce, 1994. ",,382.1025 B,Book
ocm12771204,b10059799a,1,History of the Atlantic Avenue Improvement and report of progress in 1906.,,"[Brooklyn, N.Y.] : [Board for the Atlantic Avenue Improvement], [1907?] ",,385 H,Book
ocm32434806,b10574531a,1,Evidence proving that the ferries between the Eastern District of the City of Brooklyn and The City of New York can be profitably run at a passenger fare of one cent / [written by Martin Kalbfleisch].,"Kalbfleisch, Martin.","Brooklyn : Daily Times Print, 1860. ",,386.6 K 14,Book
ocm41326852,b10444872a,1,"Brooklyn Dodgers and their rivals, 1950-1952","Getz, Mike.","Brooklyn, N.Y. : Montauk Press, [1999] ©1999 ",0960807616,796.35764 G,Book
ocm28528363,b10479453a,1,"Report of the establishment of Grace Free Church, Williamsburgh, Brooklyn","Guion, Alvah.","New York : Daniel Dana Jr., 1859. ",,283 G96,Book
ocm46240047,b10104402a,1,"Red Hook, Gowanus neighborhood history guide.",,"Brooklyn, NY : Brooklyn Historical Society, [2000] ©2000 ",,974.723 R,Book
ocm46569310,b10670155a,1,The Brooklyn century,"Manbeck, John B., 1931-","108, [15] p. : Ill., 22 cm. ",,974.723 M,Book
ocm38921859,b10925760a,1,"Quarter-century sermon, or, Pastorate of 25 years, South Presbyterian Church, of Brooklyn","Spear, Samuel T. (Samuel Thayer), 1812-1891.","Brooklyn, N.Y. : ""The Union"" Steam Presses, 1868. ",,252.05 S,Book
ocm22587018,b10124276a,1,"Tercentenary of the Reformed Protestant Dutch Church of the town of Flatbush in Kings County, 1654-1954.",,"Hemstead, N.Y. : Salisbury Printers, [1954?] ",,285 B87 RT,Book
ocm32170794,b10249293a,1,The last municipal administration of Brooklyn : review of the work accomplished under Mayor F.W. Wurster.,"Brooklyn (New York, N.Y.). Mayor.","Brooklyn : Eagle Book Printing Department, 1897. ",,352 B87 Ma,Book
ocm32280380,b10246551a,1,"Catalogue of books in the Brooklyn Circulating Library : kept at the office of the Long-Island Star, Fulton-Street, Brooklyn.",Brooklyn Circulating Library.,"[Brooklyn, N.Y.] : Printed by E. Worthington, 1821. ",,017 B87CL,Book
ocm32150423,b10095118a,1,"Protestant community in Flatbush, Brooklyn.",,"[New York, N.Y.] : Department of Church Planning and Research, Protestant Council of The City of New York, [1960?] ",,261.8 P967 P,Book
ocm27697680,b10245598a,1,"An act to incorporate and vest certain powers in the freeholders and inhabitants of the Village of Brooklyn, in the County of Kings.","Brooklyn (New York, N.Y.)","Brooklyn : Printed by A. Spooner, 1816. ",,352 B87 Chi,Book
ocm18320368,b11045694a,1,"The charter of the village of Williamsburgh and the several acts relating thereto : with the by-laws and ordinances of said village, as revised and amended in May, 1844: and also, forms of proceedings","Williamsburg (New York, N.Y.)","Williamsburgh : Printed by L. Darbee, at the office of the Gazette, 1844. ",,352 W 72 C2,Book
ocm32173531,b10028430a,1,"Charter of the City of Brooklyn, passed April 17, 1854, and, the Charter of the City of Wlliamsburgh, passed April 7, 1851, with the amendments.",,"Williamsburgh : L. Darbee, 1854. ",,352 B87 C4,Book
ocm08112865,b10012308a,1,Brooklyn before the bridge : American paintings from the Long Island Historical Society.,,"Brooklyn : Brooklyn Museum, [1982] ©1982 ",0872730913,759.13 B872,Book
ocm32185880,b10083048a,1,Manual prepared for the use of the Brooklyn Common Council,,"Brooklyn : E.B. Spooner, printer, 1855. ",,352 B87 Co,Book
ocm31813363,b10650231a,1,"Catalogue of manuscripts, excerpta, prints and maps, available as material for a history of the borough of Brooklyn",Long Island Historical Society.,"New York : Trow Press, 1909. ",,016.974 L 85,Printed Map
ocm14630708,b10177087a,1,"A genealogy of the Ingersoll family in America, 1629-1925 : comprising descendants of Richard Ingersoll of Salem, Massachusetts, John Ingersoll of Westfield, Mass., and John Ingersoll of Huntington, Long Island","Avery, Lillian Drake, 1856-1930.","New York : F.H. Hitchcock : The Grafton Press, 1926. ",,929.2 A,Book
ocm04289383,b10542038a,1,Fragments of revolutionary history : being hitherto unpublished writings of the men of the American Revolution,"Hunt, Gaillard, 1862-1924.","Brooklyn, N.Y. : Historical Printing Club, 1892. ",,973.3 H,Book
ocm13527364,b10403994a,1,"A discourse in commemoration of the life and character of the late George W. Bethune, D.D. : delivered in the Church on the Heights, Brooklyn, on Sunday morning, June 8th, 1862","Ferris, Isaac, 1798-1873.","New York : Board of Publication of the R.P. Dutch Church, [1862] ",,B B563 F2,Book
ocm16674831,b10801785a,1,Index of personal names in J. H. French's Gazetteer of the State of New York (1860),"Place, Frank, 1880-1959.","Cortland, N.Y. : Cortland Co. Historical Society, 1962. ",,917.47 F87 A,Book
ocm05379916,b10752179a,1,"Report of the committee appointed by the Board of trustees : consisting of the mayors of the cities of New York and Brooklyn, together with the report of the accountants to said committee in the matter of an examination of the financial affairs of the New York and Brooklyn bridge, December 31, 1883.",New York (N.Y.). Board of Trustees of the New York and Brooklyn Bridge.,"Brooklyn : Eagle Book and Job Printing Department, 1884. ",,352.7 N532 R,Book
ocm25719610,b10073008a,1,Letters from the prisons and prison-ships of the revolution,,"New York : Privately printed, 1865. ",,973.3 L,Book
ocm08112865,b10012308a,1,Brooklyn before the bridge : American paintings from the Long Island Historical Society.,,"Brooklyn : Brooklyn Museum, [1982] ©1982 ",0872730913,759.13 B872,Book
ocm20255208,b10017377a,1,"Bay Ridge, Bensonhurst, Borough Park, Sunset Park : four communities in southwest Brooklyn",,"Chicago, Ill. : National Lutheran Council, Division of American Missions, [1955] ",,261.8 P 967 B,Book
ocm04374598,b10052846a,1,Gowanus improvement.,,"[New York] : Triborough Bridge Authority, [1941] ",,352.7 T822 G,Book
ocm29970256,b10969468a,1,Jubilee memorial of the Throop Avenue Presbyterian Church and Mission.,"Throop Avenue Presbyterian Church (Brooklyn, New York, N.Y.)","Brooklyn : Printed by order of the Session, 1899. ",,285 B87 T,Book
ocm32173664,b10009910a,1,"An act to reduce the law incorporating the Village of Brooklyn, and the several acts amendatory thereof into one act, and to amend the same : passed April 3, 1827.",,"Brooklyn : Printed by A. Spooner, [1827] ",,352 B87 Ch3,Book
ocm32170877,b10028431a,1,"The charter of the city of Brooklyn and the special laws relating thereto, together with the ordinances for the government of the city",,"Brooklyn : George C. Bennett, 1857. ",,352 B87 Ch4,Book
ocm02178495,b10070042a,1,Kings handbook of New York City : an outline history and description of the American Metropolis,,"Boston, Mass. : Moses King, 1893. ",,917.471 K,Book
ocm02863084,b10210155a,1,"Genealogy of the Van Brunt family, 1653-1867","Bergen, Teunis G., 1806-1881.","Albany : Joel Munsell, 1867. ",,929 V21,Book
ocm19000075,b10950964a,1,"Hendrick Rycken, the progenitor of the Suydam family in America : a monograph","Suydam, J. Howard (John Howard), 1832-1908.","New York : The Knickerbocker Press, 1898. ",,929.2 Su97s 929.2 SUYDAM S,Book
ocm22929301,b11045668a,1,"Charter of the City of Williamsburgh : with the officers of the corporation for 1852-3, rules of order, and by-laws and ordinances of said city.","Williamsburg (New York, N.Y.)","Williamsburgh : L. Darbee, 1852. ",,352 W72 C,Book
ocm34408902,b10099246a,1,"Program of the dedicatory ceremonies of the Prison Ship Martyrs' Monument : Fort Greene Park, Brooklyn, N.Y., Saturday, Nov. 14, 1908, and history of the prison ship martyrs.",,"[Brooklyn, N.Y.] : [Eagle Press], [1908] ",,973.3 P95,Book
ocm30126810,b10008812a,1,"Annual report of the Commissioner of the Department of Fire of the City of Brooklyn, N.Y., for the year ...",,Brooklyn [N.Y.] : Printed for the Corporation ,,353 B87 F,Book
ocn475859751,b11666826a,1,Flatbush.,,"[Brooklyn, N.Y.] : Flatbush Chamber of Commerce ",,917.4723 F586,Journal
ocm32171626,b10009741a,1,"An act to incorporate the City of Brooklyn : as reported to and adjourned meeting of the freeholders and inhabitants of the Village of Brooklyn, held on 10 November, 1825",,"Brooklyn : Printed by Alden Spooner, [1825] ",,352 B87 Ch2,Book
ocm22174081,b10943086a,1,"Report of John S. Stoddard, city surveyor, on the subject of supplying Brooklyn with water by the well system.","Stoddard, John S.","Brooklyn : Printed at the Morning Journal Marble, 1854. ",,628 B872 W,Book
ocm32089733,b10142543a,1,Flatbush odyssey : a journey through the heart of Brooklyn,"Abel, Allen J., 1950-","Toronto : M & S, [1995] ©1995 ","0771007035,0771007043",974.723 A,Book
ocm32257092,b10036959a,1,"The Dime Savings Bank of Williamsburgh Fiftieth anniversay, 1864-1914 : June the first, Nineteen hundred and fourteen.",,"[Brooklyn, N.Y.] : [The Bank], [1914] ",,352 D58,Book
ocm11126244,b10008831a,1,Annual report of the Superintendent of Public Instruction of the City of Brooklyn for the year ending ...,,"[Brooklyn, N.Y.] : Board of Education ",,352 B87 E,Book
ocm32526448,b10952792a,1,"Report made by order of the Common Council of the City of Brooklyn, on the water line of that city","Swift, J. G. (Joseph Gardner), 1783-1865.","Brooklyn : Bennet and Douglas, printers, 1835. ",,627 B87 R,Book
ocm32717701,b10106078a,1,"Report of the comptroller of the receipts and expenditures of the corporation of the city of Brooklyn, for the year ending December 31, ...",,Brooklyn [N.Y.] : Printed for the Corporation ,,352 C87 C,Book
ocm47705974,b10068528a,1,Jews of Brooklyn,,"Hanover, NH : University Press of New England, 2002. ",1584650036,974.723 J,Book
ocm09034537,b10012635a,1,Brooklyn communities : population characteristics and neighborhood social resources.,,"New York : Bureau of Community Statistical Services, Research Department, Community Council of Greater New York, 1959. ",,309.1747 C734 BR,Book
ocm30058458,b10037233a,1,Down town Brooklyn : a report to the comptroller of the city of New York on sites for public buildings and the relocation of the elevated railroad tracks now in lower Fulton street borough of Brooklyn.,,"Brooklyn, N.Y. : [Committee of Ten?], 1913. ",,974.723 D,Book
ocm36970829,b10245540a,1,Annual report of the Brooklyn Police Department.,"Brooklyn (New York, N.Y.). Department of Police and Excise.","New York : Collins & Sesnon, [1871-] ",,352 B87 A,Book
ocm22575605,b10201201a,1,History of the corporation of the Reformed Dutch Church of the town of Brooklyn. (Known as the First Reformed Dutch Church),"Beekman, A. J. (Abraham John)","[Brooklyn] : Press of Brooklyn Eagle, 1886. ",,285 B41,Book
ocm33005878,b11034350a,1,"Williamsburgh and something more, or, A medley with a purpose.","Wells, John D.","[Brooklyn, N.Y.] : [publisher not identified], 1897. ",,974.723 W45 W,Book
ocm32395903,b10041971a,1,The encyclopedia of New York City,,"New Haven, Ct. : Yale University Press ; New York : New-York Historical Society, [1995] ©1995 ",0300055366,974.71 E,Book
ocm33189600,b10355461a,1,Larger than life : the life and times of the Lubavitcher Rebbe Rabbi Menachem Mendel Schneerson,"Deutsch, Shaul Shimon.","New York : Chasidic Historical Productions, [1995-] ©1995- ","0964724308,0964724316",B SCHNEERSON D,Book
ocm38026900,b10704609a,1,Brooklyn's gold coast : the Sheepshead Bay communities,"Merlis, Brian.","Brooklyn : Sheepshead Bay Historical Society, [1997] ©1997 ","1878741489,1878741497",974.723 M,Book
ocm33481890,b10704661a,1,Brooklyn the way it was : over 200 vintage photographs from the collection of Brian Merlis.,"Merlis, Brian.","Brooklyn : Israelowitz Pub., [1995] ©1995 ","1878741217,1878741209",974.723 M,Book
ocm04234983,b10729924a,1,Housing and recreation,"Moses, Robert, 1888-1981.","New York : [Department of Parks], [1938?] ",,363.5 M,Book
ocn475938479,b11958588a,1,"Records of the Reformed Dutch churches of Hackensack and Schraalenburgh, New Jersey : with the registers of members, marriages, baptisms, and the consistories, to the beginning of the nineteenth century.","First Reformed Church (Hackensack, N.J.)","[New York] : Printed for the [Holland] Society, 1891. ",,929.3 H73,Book
ocm35029647,b10325857a,1,Documenting localities : a practical model for American archivists and manuscript curators,"Cox, Richard J.","[Chicago] : Society of American Archivists ; Lanham, Md. : Scarecrow Press, [1996] ©1996 ",0810830434,025.2814 C,Book
ocm12590330,b10783065a,1,"Lives of the clergy of New York and Brooklyn : embracing two hundred biographies of eminent living men in all denominations ; also, the history of each sect and congregation","Patten, J. Alexander.","New York : Atlantic Pub. Co., 1874. ",,920 P31,Book
ocm36528141,b10821770a,1,Jackie Robinson : a biography,"Rampersad, Arnold.","New York : A.A. Knopf, 1997. ",0679444955,B ROBINSON R,Book
ocm18961485,b10105312a,1,Robert Moses : single-minded genius,,"Interlake, N.Y. : Heart of the Lakes Pub., 1989. ","1557870411,1557870403",974.704 R,Book
ocm14203071,b10125377a,1,"Thirty-third anniversary of Strong Place Baptist Church, Brooklyn",,"New York : L. Middleditch, Printer, 1882. ",,286 B872T,Book
ocm29788403,b10647006a,1,President Lincoln's third largest city : Brooklyn and the Civil War,"Livingston, E. A.","Glendale, NY : Budd Press, [1994] ©1994 ",0963898108,974.723 L,Book
ocm31775238,b10135039a,1,"Woodlands, wetlands, and wildlife : a guide to the natural areas of New York City parks",,"[New York, N.Y.] : Urban Forest & Education Program, 1994. ",,574.5264 W,Book
ocm34354648,b10887677a,1,The other islands of New York City : a historical companion,"Seitz, Sharon.","Woodstock, Vt. : Countryman Press, [1996] ©1996 ",0881503363,974.71 S,Book
ocm36969686,b10347735a,1,Monitor : the story of the legendary Civil War Ironclad and the man whose invention changed the course of history,"De Kay, James T.","New York : Walker, [1997] ©1997 ",0802713300,973.757 D,Book
ocm36470256,b10341430a,1,No monopoly on suffering : Blacks and Jews in Crown Heights (and elsewhere),"Daughtry, Herbert, 1931-","Trenton, NJ : Africa World Press, [1997] ©1997 ",0865435863,305.8 D,Book
ocm29515496,b10130893a,1,Welcome back to Brooklyn,,"Brooklyn, N.Y. : Israelowitz Pub., [1993] ©1993 ",1878741144,974.723 W,Book
ocm40744440,b10862332a,1,A clearing in the distance : Frederick Law Olmsted and America in the nineteenth century,"Rybczynski, Witold.","New York : Scribner, [1999] ©1999 ",0684824639,B OLMSTED R,Book
ocm35754966,b10055200a,1,"Guide to the Archives, State University of New York Health Science Center at Brooklyn, Medical Research Library of Brooklyn.",,"[Brooklyn, N.Y.] : The Archives, 1996. ",,016.61 G,Book
ocm33919407,b10317489a,1,A dangerous woman : New York's first lady liberty : the life and times of Lady Deborah Moody (1586-1659?) : her search for freedom of religion in colonial America,"Cooper, Victor H.","Bowie, MD : Heritage Books, 1995. ",0788403036,B MOODY C,Book
ocm40397062,b10643581a,1,Of cabbages and Kings County : agriculture and the formation of modern Brooklyn,"Linder, Marc.","Iowa City : University of Iowa Press, [1999] ©1999 ","0877456704,087745714X",333.7613 L,Book
ocm00011728,b10132325a,1,The way it is,,"New York : Harcourt, Brace & World, [1969] ©1969 ",,309.1747 W,Book
ocm32615549,b10409032a,1,Confessions of a trolley dodger from Brooklyn,"Fischler, Stan.","Flushing, N.Y. : H & M Productions, [1995] ©1995 ",1882608100,974.723 F,Book
ocm29218866,b11022889a,1,Baseball : an illustrated history,"Ward, Geoffrey C.","New York : A.A. Knopf, [1994] ©1994 ",0679404597,796.357 W,Book
ocm01586399,b10073557a,1,The Long Island Historical Society quarterly.,,"Brooklyn, N.Y. : Long Island Historical Society, [1939-1942] ",,974.72 L85 Q,Journal
ocm20595720,b11073537a,1,The Long Island Rail Road in early photographs,"Ziel, Ron, 1939-2016.","New York : Dover Publications, 1990. ",0486263010,385.09747 Z,Book
ocm25026616,b10416179a,1,Disaster planning and recovery : a how-to-do-it manual for librarians and archivists,"Fortson, Judith.","New York : Neal-Schuman Publishers, [1992] ©1992 ",1555700594,025.84 F,Book
ocm31417822,b10092577a,1,"Ordinary people, extraordinary lives : an assessment of archival sources documenting 20th century New York City social history",,"New York : Robert F. Wagner Labor Archives, New York University, 1994. ",,974.7 O,Book
ocm30894933,b10425211a,1,"The last shot : city streets, basketball dreams","Frey, Darcy.","Boston : Houghton Mifflin Co., 1994. ",0395597706,796.323 F,Book
ocm30547827,b10833531a,1,Walt Whitman's America : a cultural biography,"Reynolds, David S., 1948-","New York : Knopf, [1995] ©1995 ",0394580230,B WHITMAN R,Book
ocm29846419,b10958801a,1,The Black churches of Brooklyn,"Taylor, Clarence.","New York : Columbia University Press, [1994] ©1994 ","0231099800,0231099819",277.4723 T,Book
ocm31936005,b10432573a,1,"The Battle of Brooklyn, 1776","Gallagher, John J., 1937-","New York : Sarpedon, [1995] ©1995 ","188511902X,1885119690",973.332 G,Book
ocm31865695,b10319077a,1,Seeing New York : history walks for armchair and footloose travelers,"Cooke, Hope, 1940-","Philadelphia : Temple University Press, 1995. ","1566392888,1566392896",917.471 C,Book
ocm30547949,b10604991a,1,Hasidic Williamsburg : a contemporary American Hasidic community,"Kranzler, George, 1916-","Northvale, N.J. : Jason Aronson, [1995] ©1995 ",1568212429,296.8332 K,Book
ocm33817620,b10811922a,1,"Brooklyn's Dodgers : the bums, the borough, and the best of baseball, 1947-1957","Prince, Carl E.","New York : Oxford University Press, 1996. ","0195099273,9780195115789,978-0195115789,0195115783",796.357 P,Book
ocm34782707,b10848778a,1,Found in Brooklyn,"Roma, Thomas.","New York : Center for Documentary Studies in association with W.W. Norton, [1996] New York : W.W. Norton [distributor] ©1996 ","0393039536,0393314308",779.99747 R,Book
ocm34282893,b10919310a,1,Brooklyn! : an illustrated history,"Snyder-Grenier, Ellen M. (Ellen Marie)","Philadelphia : Temple University Press, 1996. ","1566394082,1592130828",974.723 S,Book
ocm00211705,b10610388a,1,Seth Low : the reformer in an urban and industrial age,"Kurland, Gerald, 1942-","New York : Twayne, [1971] ©1971 ",,320.97471 K,Book
ocm04025468,b10522764a,1,"Guide to vital statistics in the city of New York, borough of Brooklyn. Churches","Historical Records Survey (New York, N.Y.)","New York : Historical Records Survey, Work Projects Administration, 1942. ",,016.312 H,Book
ocm04774747,b10363113a,1,"Long Island printing, 1791-1830 : a checklist of imprints","Doggett, Marguerite V.","Brooklyn : Long Island Historical Society, 1979. ",0890620717,686.209 D,Book
ocm01464052,b10890857a,1,Long Island genealogical source material : a bibliography,"Seversmith, Herbert Furman, 1904-1967.","Washington : National Genealogical Society, 1962. ",,012.929 S,Book
ocn166873877,b11402527a,1,Song of Brooklyn : an oral history of America's favorite borough,"Eliot, Marc.","New York : Broadway Books, [2008] ©2008 ","9780767920148,978-0767920148,0767920147",974.723 E,Book
ocn188535862,b11419958a,1,"The Maryland 400 in the Battle of Long Island, 1776","Reno, Linda Davis.","Jefferson, N.C. : McFarland & Co., [2008] ©2008 ","0786435372,9780786435371,978-0786435371,9780786477357,978-0786477357,0786477350",973.332 R,Book
ocn232981628,b11451577a,1,Historic photos of Brooklyn,,"Nashville, Tenn. : Turner Pub. Co., [2008] ©2008 ","9781596524354,978-1596524354,1596524359,9781620453858,978-1620453858",974.723 H,Book
ocn212627121,b11423167a,1,In the country of Brooklyn : inspiration to the world,"Golenbock, Peter, 1946-","New York : William Morrow, [2008] ©2008 ","0061253812,9780061253812,978-0061253812",974.723 G,Book
